Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,60.439999,60.830002,59.689999,60.689999,56.935097,5379928
2019-09-04,61.189999,61.799999,61.000000,61.660000,57.845081,5716431
2019-09-05,63.009998,63.340000,62.380001,62.759998,58.877029,7893614
2019-09-06,62.740002,62.970001,62.009998,62.230000,58.379822,7125052
2019-09-09,62.540001,63.860001,62.509998,63.680000,59.740108,8623745
2019-09-10,63.750000,64.120003,62.799999,63.599998,59.665066,10239161
2019-09-11,63.480000,64.010002,63.290001,63.990002,60.030930,7314828
2019-09-12,64.940002,65.250000,63.639999,63.900002,59.946495,8816674
2019-09-13,64.099998,64.720001,63.160000,64.059998,60.096588,6184484
2019-09-16,63.299999,63.853500,63.180000,63.430000,59.505577,4408742
2019-09-17,63.500000,63.750000,63.150002,63.480000,59.552486,4669980
2019-09-18,63.220001,63.540001,62.740002,63.259998,59.346092,4867271
2019-09-19,63.450001,64.029999,63.279999,63.630001,59.693199,4606953
2019-09-20,64.180000,64.690002,64.010002,64.300003,60.321751,10718050
2019-09-23,63.930000,64.320000,63.099998,63.349998,59.430523,7401158
2019-09-24,63.549999,64.190002,62.669998,62.930000,59.036514,6797300
2019-09-25,62.650002,63.369900,62.470001,62.590000,58.717548,5448997
2019-09-26,62.680000,62.779999,60.950001,61.590000,57.779419,7461908
2019-09-27,61.939999,62.500000,61.580002,62.080002,58.239101,4939878
2019-09-30,62.110001,63.439999,61.769501,63.070000,59.167850,6578074
2019-10-01,63.200001,63.558998,61.759998,62.349998,58.492393,6032465
2019-10-02,61.980000,62.099998,60.959999,61.500000,57.694984,6513502
2019-10-03,61.509998,61.779999,60.369999,61.220001,57.432308,5841466
2019-10-04,61.150002,62.314999,61.130001,62.240002,58.389206,4702046
2019-10-07,62.130001,62.544998,61.730000,61.990002,58.154671,4479715
2019-10-08,61.480000,61.619999,60.139000,60.380001,56.644279,6966267
2019-10-09,60.860001,61.340000,60.610001,60.799999,57.038296,5234065
2019-10-10,60.900002,62.500000,60.849998,62.139999,58.295395,6751919
2019-10-11,62.799999,63.610001,62.773998,62.939999,59.045895,6288868
2019-10-14,62.770000,63.248001,62.430000,62.990002,59.092808,3171350
2019-10-15,63.480000,64.974998,63.480000,64.830002,60.818954,8237054
2019-10-16,65.000000,65.790001,64.760002,65.410004,61.363079,7354807
2019-10-17,65.559998,66.580002,65.309998,66.500000,62.385628,8426112
2019-10-18,66.320000,66.459999,65.730003,66.160004,62.066673,6250665
2019-10-21,66.629997,66.783501,65.610001,65.699997,61.635128,6869678
2019-10-22,65.879997,66.919998,65.730003,66.559998,62.441921,6322034
2019-10-23,66.040001,66.309998,65.320000,65.599998,62.007118,4720779
2019-10-24,65.599998,65.889999,64.470001,64.839996,61.288738,5740302
2019-10-25,64.639999,65.605003,64.379997,65.099998,61.534508,5068387
2019-10-28,65.449997,66.540001,65.349998,65.879997,62.271778,7015889
2019-10-29,65.690002,66.099998,64.949997,65.889999,62.281239,6505925
2019-10-30,66.150002,67.324997,65.845497,67.050003,63.377701,8031976
2019-10-31,66.800003,67.099899,65.716003,66.389999,62.753845,6138491
2019-11-01,66.860001,67.589996,66.709999,67.239998,63.557285,6793339
2019-11-04,67.970001,68.410004,67.480003,68.040001,64.313484,8822229
2019-11-05,68.250000,68.650002,67.125000,67.320000,63.632915,15587460
2019-11-06,69.430000,70.940002,69.300003,70.930000,67.045204,22382065
2019-11-07,71.940002,72.089996,71.180000,71.779999,67.848640,11695861
2019-11-08,71.800003,72.980003,71.570000,72.470001,68.500862,9247293
2019-11-11,71.980003,72.750000,71.570000,71.730003,67.801376,5059742
2019-11-12,71.550003,72.464996,71.000000,72.349998,68.387428,5030802
2019-11-13,71.830002,73.285004,71.709999,72.820000,68.831680,5175054
2019-11-14,72.769997,73.249199,72.629997,72.940002,68.945114,4035629
2019-11-15,73.339996,74.389999,72.980003,74.290001,70.221169,8768172
2019-11-18,74.150002,75.129997,74.110001,75.099998,70.986801,8465550
2019-11-19,75.279999,75.470001,74.459999,75.349998,71.223114,6927931
2019-11-20,75.250000,75.489998,74.339996,74.919998,70.816650,6959372
2019-11-21,74.870003,75.275002,74.160004,74.940002,70.835579,4339019
2019-11-22,75.279999,75.699997,75.089996,75.309998,71.185303,5402128
2019-11-25,75.500000,77.029999,75.500000,76.580002,72.385757,8810366
2019-11-26,76.760002,76.790001,74.639999,74.940002,70.835579,10130253
2019-11-27,75.099998,75.559998,74.629997,75.040001,70.930092,7824951
2019-11-29,74.690002,75.402298,74.430000,75.269997,71.147499,4463613
2019-12-02,75.220001,75.910004,75.010002,75.550003,71.412155,5274420
2019-12-03,74.389999,74.790001,73.599998,74.709999,70.618156,6401348
2019-12-04,75.250000,75.440002,74.900002,75.000000,70.892273,4959158
2019-12-05,75.059998,75.080002,73.889999,74.480003,70.400772,4901641
2019-12-06,75.080002,75.745003,75.000000,75.360001,71.232574,5104264
2019-12-09,75.029999,75.489998,74.887497,74.989998,70.882820,4875828
2019-12-10,75.000000,75.044998,72.639999,73.180000,69.171967,10944049
2019-12-11,73.070000,73.749100,72.840103,73.349998,69.332642,7193930
2019-12-12,73.629997,74.529999,73.379997,74.260002,70.192818,4775759
2019-12-13,74.220001,74.540001,73.580002,73.589996,69.559502,3903206
2019-12-16,74.250000,75.010002,73.939301,74.400002,70.325142,5513834
2019-12-17,74.389999,74.434998,72.809998,73.349998,69.332642,7901960
2019-12-18,72.940002,73.599998,72.650002,73.279999,69.266487,7133131
2019-12-19,73.949997,74.275902,73.650002,74.099998,70.041588,6823456
2019-12-20,75.000000,75.000000,74.110001,74.580002,70.495285,8571839
2019-12-23,74.540001,74.949997,74.320000,74.379997,70.306244,3882839
2019-12-24,74.529999,74.779999,74.359596,74.510002,70.429115,1315369
2019-12-26,74.699997,74.760803,74.139999,74.480003,70.400772,2802055
2019-12-27,74.510002,74.610001,74.040001,74.400002,70.325142,3543457
2019-12-30,74.269997,74.529999,73.610001,73.699997,69.663467,3451635
2019-12-31,73.559998,74.370003,73.419998,74.290001,70.221169,4532183
2020-01-02,74.650002,74.699997,73.529999,74.160004,70.098282,5023063
2020-01-03,73.220001,74.059998,73.070000,73.570000,69.540596,4454077
2020-01-06,73.120003,73.940002,73.059998,73.860001,69.814728,4620878
2020-01-07,73.610001,73.665001,72.660004,73.580002,69.550056,6057749
2020-01-08,72.500000,73.089996,71.599998,72.660004,68.680450,8311401
2020-01-09,73.000000,73.260002,72.669998,72.860001,68.869492,5427251
2020-01-10,73.309998,73.360603,71.820000,72.110001,68.160576,5183872
2020-01-13,72.290001,72.989998,71.625000,72.760002,68.774963,6662479
2020-01-14,72.529999,73.930000,72.519997,73.830002,69.786369,6486587
2020-01-15,73.989998,75.620003,73.940002,75.269997,71.147499,8102755
2020-01-16,75.629997,76.169800,75.279999,76.050003,71.884781,6902349
2020-01-17,76.110001,76.440002,75.830002,76.019997,71.856415,5500438
2020-01-21,76.000000,76.010002,74.349998,74.589996,70.504738,8662842
2020-01-22,74.160004,74.620003,73.910004,74.010002,70.428612,4201424
2020-01-23,73.760002,73.879997,72.480003,73.529999,69.971840,8602660
2020-01-24,73.639999,73.650002,70.169998,71.430000,67.973465,10126004
2020-01-27,69.900002,71.209999,69.360001,70.970001,67.535721,6403328
2020-01-28,71.250000,72.138000,71.120796,71.820000,68.344589,5039134
2020-01-29,72.110001,72.110001,70.449997,70.550003,67.136047,6285773
2020-01-30,70.089996,70.209999,68.379997,69.709999,66.336693,8430506
2020-01-31,69.349998,69.349998,67.400002,67.820000,64.538155,9869656
2020-02-03,68.400002,68.613503,66.790001,66.930000,63.691212,7695951
2020-02-04,67.309998,68.459999,67.300003,67.879997,64.595245,7525123
2020-02-05,68.779999,70.777496,68.559998,70.540001,67.126534,6609760
2020-02-06,71.000000,71.589996,70.410004,70.839996,67.411995,6514430
2020-02-07,71.050003,72.089996,71.000000,71.559998,68.097176,6611271
2020-02-10,71.550003,73.324997,71.260002,73.250000,69.705391,8760186
2020-02-11,73.809998,74.129997,73.425003,73.849998,70.276344,7933579
2020-02-12,74.680000,75.250000,72.639999,73.750000,70.181190,13500750
2020-02-13,73.449997,74.099998,71.940002,72.000000,68.515869,8553932
2020-02-14,71.980003,72.029999,70.264999,71.370003,67.916367,7655114
2020-02-18,71.190002,72.000000,70.900002,72.000000,68.515869,4844594
2020-02-19,72.309998,72.559998,71.660004,71.779999,68.306526,4831645
2020-02-20,71.500000,72.230003,70.559998,71.940002,68.458778,5719329
2020-02-21,71.550003,71.800003,71.010002,71.510002,68.049583,5186151
2020-02-24,69.430000,69.940002,67.720001,67.919998,64.633308,9637628
2020-02-25,68.239998,68.370003,64.086304,64.330002,61.217037,15062288
2020-02-26,64.650002,65.199997,62.549999,62.650002,59.618328,16876112
2020-02-27,61.500000,61.500000,59.330002,59.330002,56.458988,22059877
2020-02-28,57.290001,59.340000,57.099998,59.180000,56.316246,23729478
2020-03-02,60.669998,64.070000,59.860001,64.029999,60.931549,15909467
2020-03-03,64.570000,65.650002,61.360001,62.540001,59.513649,14989698
2020-03-04,66.599998,66.980003,64.830002,66.040001,62.844280,14690660
2020-03-05,63.939999,65.440002,63.630001,64.360001,61.245579,8581836
2020-03-06,62.570000,65.089996,62.200001,64.150002,61.045746,11683722
2020-03-09,59.750000,63.148300,59.599998,61.299999,58.333652,13484475
2020-03-10,62.759998,63.360001,59.060001,62.599998,59.570744,13274265
2020-03-11,61.220001,63.000000,59.980000,61.310001,58.343170,12100900
2020-03-12,57.130001,57.980000,53.500000,54.599998,51.957870,16856728
2020-03-13,57.459999,59.799999,54.459999,59.639999,56.753986,15473525
